date,close
2018-01-01,211.9296
2018-01-02,209.9708
2018-01-03,214.8379
2018-01-04,212.5781
2018-01-05,219.9544
2018-01-06,219.2689
2018-01-07,215.9059
2018-01-08,216.734
2018-01-09,221.2887
2018-01-10,225.0181
2018-01-11,219.8438
2018-01-12,212.9065
2018-01-13,211.9753
2018-01-14,215.7944
2018-01-15,206.3534
2018-01-16,204.7931
2018-01-17,201.2331
2018-01-18,204.6382
2018-01-19,201.2823
2018-01-20,205.9809
2018-01-21,204.4795
2018-01-22,198.5533
2018-01-23,202.3854
2018-01-24,199.7403
2018-01-25,201.3904
2018-01-26,197.2332
2018-01-27,195.0371
2018-01-28,191.1222
2018-01-29,195.6331
2018-01-30,206.0082
2018-01-31,205.305
2018-02-01,198.7969
2018-02-02,202.3697
2018-02-03,210.368
2018-02-04,215.8531
2018-02-05,221.6847
2018-02-06,226.1617
2018-02-07,228.7269
2018-02-08,228.5178
2018-02-09,215.8109
2018-02-10,215.2588
2018-02-11,212.2653
2018-02-12,199.0619
2018-02-13,200.7463
2018-02-14,205.415
2018-02-15,208.3634
2018-02-16,201.5711
2018-02-17,200.4356
2018-02-18,205.3986
2018-02-19,202.7537
2018-02-20,211.8399
2018-02-21,208.4761
2018-02-22,207.1228
2018-02-23,202.6649
2018-02-24,203.7942
2018-02-25,216.7114
2018-02-26,214.7311
2018-02-27,210.9984
2018-02-28,214.9505
2018-03-01,209.7576
2018-03-02,209.9265
2018-03-03,213.3084
2018-03-04,208.4438
2018-03-05,204.8081
2018-03-06,217.9309
2018-03-07,220.8669
2018-03-08,207.6985
2018-03-09,205.7982
2018-03-10,207.6242
2018-03-11,209.4365
2018-03-12,205.1528
2018-03-13,199.9474
2018-03-14,197.3097
2018-03-15,200.7745
2018-03-16,200.0444
2018-03-17,199.9012
2018-03-18,200.1489
2018-03-19,198.0551
2018-03-20,200.7496
2018-03-21,203.3387
2018-03-22,210.714
2018-03-23,221.3894
2018-03-24,227.8418
2018-03-25,238.204
2018-03-26,241.2255
2018-03-27,252.8965
2018-03-28,245.4581
2018-03-29,251.3929
2018-03-30,257.2545
2018-03-31,260.2775
2018-04-01,258.0968
2018-04-02,264.5312
2018-04-03,261.7883
2018-04-04,250.3294
2018-04-05,257.4171
2018-04-06,259.5397
2018-04-07,267.9473
2018-04-08,282.6105
2018-04-09,276.689
2018-04-10,284.0376
2018-04-11,290.1768
2018-04-12,293.9545
2018-04-13,290.0397
2018-04-14,292.4395
2018-04-15,281.3953
2018-04-16,279.62
2018-04-17,275.2153
2018-04-18,267.9761
2018-04-19,277.854
2018-04-20,284.4522
2018-04-21,328.7469
2018-04-22,332.6297
2018-04-23,341.2436
2018-04-24,349.7917
2018-04-25,363.2756
2018-04-26,380.0652
2018-04-27,382.9672
2018-04-28,372.2217
2018-04-29,368.0524
2018-04-30,378.7142
2018-05-01,368.1486
2018-05-02,374.3843
2018-05-03,367.8571
2018-05-04,348.4303
2018-05-05,352.8281
2018-05-06,338.4266
2018-05-07,323.3768
2018-05-08,324.1579
2018-05-09,318.3773
2018-05-10,318.3244
2018-05-11,337.3676
2018-05-12,337.224
2018-05-13,343.7371
2018-05-14,359.1255
2018-05-15,344.1464
2018-05-16,329.1945
2018-05-17,337.4071
2018-05-18,349.9418
2018-05-19,338.3252
2018-05-20,355.122
2018-05-21,358.2434
2018-05-22,373.4113
2018-05-23,368.5392
2018-05-24,366.2273
2018-05-25,359.0154
2018-05-26,355.3572
2018-05-27,336.3165
2018-05-28,335.8842
2018-05-29,332.0129
2018-05-30,347.1588
2018-05-31,344.5552
2018-06-01,339.8549
2018-06-02,327.6315
2018-06-03,321.2713
2018-06-04,312.3469
2018-06-05,326.5585
2018-06-06,338.1545
2018-06-07,348.72
2018-06-08,343.4369
2018-06-09,353.2899
2018-06-10,349.5154
2018-06-11,345.3753
2018-06-12,348.8028
2018-06-13,343.3524
2018-06-14,336.5518
2018-06-15,321.8565
2018-06-16,328.6896
2018-06-17,320.5844
2018-06-18,312.3838
2018-06-19,321.3001
2018-06-20,305.0419
2018-06-21,288.7569
2018-06-22,284.8015
2018-06-23,278.014
2018-06-24,277.4587
2018-06-25,266.6378
2018-06-26,263.014
2018-06-27,276.2006
2018-06-28,277.5483
2018-06-29,274.831
2018-06-30,277.7485
2018-07-01,279.9474
2018-07-02,273.5517
2018-07-03,278.0465
2018-07-04,281.0834
2018-07-05,286.9679
2018-07-06,282.05
2018-07-07,288.5792
2018-07-08,303.0326
2018-07-09,299.5211
2018-07-10,307.566
2018-07-11,300.5297
2018-07-12,312.7592
2018-07-13,313.4619
2018-07-14,317.4881
2018-07-15,323.9844
2018-07-16,325.1209
2018-07-17,333.8032
2018-07-18,389.6302
2018-07-19,397.7553
2018-07-20,403.7912
2018-07-21,403.3159
2018-07-22,406.7674
2018-07-23,411.4961
2018-07-24,415.3846
2018-07-25,427.8473
2018-07-26,415.5515
2018-07-27,430.4909
2018-07-28,437.6731
2018-07-29,441.7069
2018-07-30,440.5361
2018-07-31,455.7846
2018-08-01,459.3766
2018-08-02,449.6937
2018-08-03,465.1712
2018-08-04,458.4695
2018-08-05,462.1748
2018-08-06,449.2112
2018-08-07,450.8901
2018-08-08,454.4173
2018-08-09,471.4141
2018-08-10,462.7894
2018-08-11,451.1706
2018-08-12,422.576
2018-08-13,410.3719
2018-08-14,414.6317
2018-08-15,413.6482
2018-08-16,422.8046
2018-08-17,440.5065
2018-08-18,455.7512
2018-08-19,474.7979
2018-08-20,465.9138
2018-08-21,472.2563
2018-08-22,485.8695
2018-08-23,469.8367
2018-08-24,465.101
2018-08-25,466.8044
2018-08-26,455.8914
2018-08-27,471.6919
2018-08-28,480.1804
2018-08-29,490.6125
2018-08-30,486.0008
2018-08-31,465.3989
2018-09-01,450.6243
2018-09-02,460.4363
2018-09-03,463.9851
2018-09-04,465.4317
2018-09-05,441.1167
2018-09-06,439.6349
2018-09-07,441.8394
2018-09-08,436.0125
2018-09-09,429.2049
2018-09-10,400.194
2018-09-11,390.4988
2018-09-12,397.8633
2018-09-13,418.8311
2018-09-14,423.2779
2018-09-15,429.1502
2018-09-16,459.9213
2018-09-17,467.6927
2018-09-18,485.3293
2018-09-19,480.9543
2018-09-20,471.633
2018-09-21,451.1173
2018-09-22,457.26
2018-09-23,445.4375
2018-09-24,424.611
2018-09-25,427.724
2018-09-26,418.9076
2018-09-27,413.0647
2018-09-28,408.0513
2018-09-29,404.5825
2018-09-30,409.8695
2018-10-01,403.6168
