date,close
2018-01-01,229.7788
2018-01-02,232.9881
2018-01-03,226.0591
2018-01-04,230.2175
2018-01-05,236.8406
2018-01-06,229.5904
2018-01-07,231.5948
2018-01-08,223.2751
2018-01-09,234.363
2018-01-10,233.03
2018-01-11,232.2663
2018-01-12,235.4502
2018-01-13,233.3616
2018-01-14,232.0448
2018-01-15,231.3812
2018-01-16,228.8475
2018-01-17,231.157
2018-01-18,254.7175
2018-01-19,256.8195
2018-01-20,259.5299
2018-01-21,249.258
2018-01-22,240.7242
2018-01-23,232.7872
2018-01-24,245.2536
2018-01-25,239.2619
2018-01-26,236.2418
2018-01-27,233.2812
2018-01-28,232.8207
2018-01-29,236.0749
2018-01-30,235.2657
2018-01-31,232.1588
2018-02-01,227.6106
2018-02-02,230.7551
2018-02-03,225.6166
2018-02-04,222.7555
2018-02-05,221.3699
2018-02-06,217.202
2018-02-07,213.3597
2018-02-08,209.6581
2018-02-09,213.4481
2018-02-10,213.6668
2018-02-11,216.7366
2018-02-12,220.7258
2018-02-13,218.5898
2018-02-14,211.8192
2018-02-15,212.9796
2018-02-16,218.5621
2018-02-17,213.6775
2018-02-18,211.2511
2018-02-19,213.6533
2018-02-20,230.1859
2018-02-21,227.836
2018-02-22,221.8663
2018-02-23,224.5128
2018-02-24,231.7055
2018-02-25,237.2255
2018-02-26,233.1871
2018-02-27,233.922
2018-02-28,230.6992
2018-03-01,230.7513
2018-03-02,230.3067
2018-03-03,233.5915
2018-03-04,237.7157
2018-03-05,244.4959
2018-03-06,241.8154
2018-03-07,240.5686
2018-03-08,235.0432
2018-03-09,239.2761
2018-03-10,225.7849
2018-03-11,234.4207
2018-03-12,235.4381
2018-03-13,223.9857
2018-03-14,222.3236
2018-03-15,210.4643
2018-03-16,217.1887
2018-03-17,222.8923
2018-03-18,223.6499
2018-03-19,214.9673
2018-03-20,211.0749
2018-03-21,209.1514
2018-03-22,215.2945
2018-03-23,219.0429
2018-03-24,223.4916
2018-03-25,214.4539
2018-03-26,212.1935
2018-03-27,207.6329
2018-03-28,208.8029
2018-03-29,207.8943
2018-03-30,207.4587
2018-03-31,215.0182
2018-04-01,208.7445
2018-04-02,234.9646
2018-04-03,245.4065
2018-04-04,247.264
2018-04-05,239.5418
2018-04-06,238.2776
2018-04-07,256.4697
2018-04-08,253.7518
2018-04-09,252.872
2018-04-10,258.8808
2018-04-11,263.5295
2018-04-12,265.8052
2018-04-13,262.332
2018-04-14,252.4346
2018-04-15,253.2311
2018-04-16,264.5367
2018-04-17,269.0043
2018-04-18,269.7863
2018-04-19,271.964
2018-04-20,262.3315
2018-04-21,267.078
2018-04-22,270.002
2018-04-23,268.0731
2018-04-24,281.5401
2018-04-25,291.6838
2018-04-26,310.7273
2018-04-27,314.2881
2018-04-28,317.9991
2018-04-29,304.9662
2018-04-30,300.2392
2018-05-01,313.7751
2018-05-02,308.7259
2018-05-03,303.1221
2018-05-04,307.4
2018-05-05,313.6108
2018-05-06,310.1133
2018-05-07,307.5905
2018-05-08,306.9797
2018-05-09,315.713
2018-05-10,327.9809
2018-05-11,324.815
2018-05-12,313.7982
2018-05-13,301.6444
2018-05-14,315.3084
2018-05-15,319.6103
2018-05-16,315.1957
2018-05-17,301.8692
2018-05-18,316.7138
2018-05-19,323.8469
2018-05-20,326.1967
2018-05-21,331.0279
2018-05-22,338.6398
2018-05-23,354.8915
2018-05-24,352.3221
2018-05-25,360.4733
2018-05-26,365.6745
2018-05-27,366.3574
2018-05-28,378.2264
2018-05-29,389.1496
2018-05-30,399.293
2018-05-31,411.788
2018-06-01,418.4862
2018-06-02,413.5756
2018-06-03,412.3235
2018-06-04,410.6833
2018-06-05,420.0646
2018-06-06,408.6713
2018-06-07,399.0418
2018-06-08,388.5003
2018-06-09,397.8719
2018-06-10,398.6745
2018-06-11,404.192
2018-06-12,400.4327
2018-06-13,404.3078
2018-06-14,413.5331
2018-06-15,404.3985
2018-06-16,423.6611
2018-06-17,417.9963
2018-06-18,425.2963
2018-06-19,418.0058
2018-06-20,403.562
2018-06-21,412.0629
2018-06-22,403.18
2018-06-23,403.1163
2018-06-24,399.9173
2018-06-25,403.9339
2018-06-26,464.2491
2018-06-27,475.7579
2018-06-28,475.2299
2018-06-29,463.8501
2018-06-30,455.5273
2018-07-01,448.9001
2018-07-02,448.1044
2018-07-03,454.9368
2018-07-04,457.7157
2018-07-05,471.7398
2018-07-06,455.782
2018-07-07,482.1321
2018-07-08,482.719
2018-07-09,489.023
2018-07-10,517.4006
2018-07-11,517.4671
2018-07-12,494.4204
2018-07-13,509.0983
2018-07-14,509.9462
2018-07-15,491.847
2018-07-16,470.6568
2018-07-17,463.9501
2018-07-18,462.9663
2018-07-19,466.1137
2018-07-20,469.6255
2018-07-21,443.0948
2018-07-22,449.0163
2018-07-23,456.597
2018-07-24,462.276
2018-07-25,498.2347
2018-07-26,467.4696
2018-07-27,483.8221
2018-07-28,473.9035
2018-07-29,466.7308
2018-07-30,446.521
2018-07-31,480.8156
2018-08-01,470.5107
2018-08-02,476.6254
2018-08-03,476.2883
2018-08-04,476.3497
2018-08-05,465.5029
2018-08-06,473.3617
2018-08-07,476.459
2018-08-08,480.6327
2018-08-09,490.9017
2018-08-10,488.7187
2018-08-11,492.5716
2018-08-12,484.4285
2018-08-13,472.2702
2018-08-14,451.5869
2018-08-15,461.2006
2018-08-16,466.0346
2018-08-17,458.1479
2018-08-18,474.357
2018-08-19,492.863
2018-08-20,498.9422
2018-08-21,504.1379
2018-08-22,511.4529
2018-08-23,510.9057
2018-08-24,515.7778
2018-08-25,492.2521
